"","estado","genero","fecha","mes","casos"
"662","Queretaro","Hombres","2012","ene",235
"663","Quintana Roo","Hombres","2012","ene",145
"664","San Luis Potosi","Hombres","2012","ene",431
"665","Sinaloa","Hombres","2012","ene",786
"666","Sonora","Hombres","2012","ene",462
"667","Tabasco","Hombres","2012","ene",358
"668","Tamaulipas","Hombres","2012","ene",574
"669","Tlaxcala","Hombres","2012","ene",183
"670","Veracruz","Hombres","2012","ene",915
"671","Yucatan","Hombres","2012","ene",168
"672","Zacatecas","Hombres","2012","ene",171
"673","Aguscalientes","Hombres","2013","ene",334
"674","Baja California","Hombres","2013","ene",643
"675","Baja California Sur","Hombres","2013","ene",86
"676","Campeche","Hombres","2013","ene",48
"677","Coahuila","Hombres","2013","ene",475
"678","Colima","Hombres","2013","ene",81
"679","Chiapas","Hombres","2013","ene",457
"680","Chihuahua","Hombres","2013","ene",684
"681","Distrito Federal","Hombres","2013","ene",1109
"682","Durango","Hombres","2013","ene",219
"683","Guanajuato","Hombres","2013","ene",624
"684","Guerrero","Hombres","2013","ene",500
"685","Hidalgo","Hombres","2013","ene",308
"686","Jalisco","Hombres","2013","ene",1153
"687","Mexico","Hombres","2013","ene",2523
"688","Michoacan","Hombres","2013","ene",489
"689","Morelos","Hombres","2013","ene",383
"690","Nayarit","Hombres","2013","ene",147
"691","Nuevo Leon","Hombres","2013","ene",618
"692","Oaxaca","Hombres","2013","ene",399
"693","Puebla","Hombres","2013","ene",315
"694","Queretaro","Hombres","2013","ene",204
"695","Quintana Roo","Hombres","2013","ene",133
"696","San Luis Potosi","Hombres","2013","ene",375
"697","Sinaloa","Hombres","2013","ene",588
"698","Sonora","Hombres","2013","ene",411
"699","Tabasco","Hombres","2013","ene",322
"700","Tamaulipas","Hombres","2013","ene",579
"701","Tlaxcala","Hombres","2013","ene",187
"702","Veracruz","Hombres","2013","ene",1069
"703","Yucatan","Hombres","2013","ene",295
"704","Zacatecas","Hombres","2013","ene",152
"705","Aguscalientes","Mujeres","2003","ene",160
"706","Baja California","Mujeres","2003","ene",613
"707","Baja California Sur","Mujeres","2003","ene",99
"708","Campeche","Mujeres","2003","ene",127
"709","Coahuila","Mujeres","2003","ene",736
"710","Colima","Mujeres","2003","ene",97
"711","Chiapas","Mujeres","2003","ene",579
"712","Chihuahua","Mujeres","2003","ene",882
"713","Distrito Federal","Mujeres","2003","ene",2460
"714","Durango","Mujeres","2003","ene",626
"715","Guanajuato","Mujeres","2003","ene",770
"716","Guerrero","Mujeres","2003","ene",664
"717","Hidalgo","Mujeres","2003","ene",275
"718","Jalisco","Mujeres","2003","ene",1192
"719","Mexico","Mujeres","2003","ene",1926
"720","Michoacan","Mujeres","2003","ene",576
"721","Morelos","Mujeres","2003","ene",408
"722","Nayarit","Mujeres","2003","ene",230
"723","Nuevo Leon","Mujeres","2003","ene",624
"724","Oaxaca","Mujeres","2003","ene",447
"725","Puebla","Mujeres","2003","ene",829
"726","Queretaro","Mujeres","2003","ene",261
"727","Quintana Roo","Mujeres","2003","ene",96
"728","San Luis Potosi","Mujeres","2003","ene",382
"729","Sinaloa","Mujeres","2003","ene",424
"730","Sonora","Mujeres","2003","ene",432
"731","Tabasco","Mujeres","2003","ene",361
"732","Tamaulipas","Mujeres","2003","ene",617
"733","Tlaxcala","Mujeres","2003","ene",153
"734","Veracruz","Mujeres","2003","ene",800
"735","Yucatan","Mujeres","2003","ene",389
"736","Zacatecas","Mujeres","2003","ene",218
"737","Aguscalientes","Mujeres","2004","ene",188
"738","Baja California","Mujeres","2004","ene",544
"739","Baja California Sur","Mujeres","2004","ene",132
"740","Campeche","Mujeres","2004","ene",108
"741","Coahuila","Mujeres","2004","ene",691
"742","Colima","Mujeres","2004","ene",68
"743","Chiapas","Mujeres","2004","ene",535
"744","Chihuahua","Mujeres","2004","ene",719
"745","Distrito Federal","Mujeres","2004","ene",2009
"746","Durango","Mujeres","2004","ene",466
"747","Guanajuato","Mujeres","2004","ene",756
"748","Guerrero","Mujeres","2004","ene",775
"749","Hidalgo","Mujeres","2004","ene",254
"750","Jalisco","Mujeres","2004","ene",1930
"751","Mexico","Mujeres","2004","ene",2014
"752","Michoacan","Mujeres","2004","ene",422
"753","Morelos","Mujeres","2004","ene",454
"754","Nayarit","Mujeres","2004","ene",131
"755","Nuevo Leon","Mujeres","2004","ene",604
"756","Oaxaca","Mujeres","2004","ene",469
"757","Puebla","Mujeres","2004","ene",759
"758","Queretaro","Mujeres","2004","ene",266
"759","Quintana Roo","Mujeres","2004","ene",73
"760","San Luis Potosi","Mujeres","2004","ene",471
"761","Sinaloa","Mujeres","2004","ene",567
"762","Sonora","Mujeres","2004","ene",549
"763","Tabasco","Mujeres","2004","ene",293
"764","Tamaulipas","Mujeres","2004","ene",578
"765","Tlaxcala","Mujeres","2004","ene",138
"766","Veracruz","Mujeres","2004","ene",731
"767","Yucatan","Mujeres","2004","ene",501
"768","Zacatecas","Mujeres","2004","ene",210
"769","Aguscalientes","Mujeres","2005","ene",256
"770","Baja California","Mujeres","2005","ene",515
"771","Baja California Sur","Mujeres","2005","ene",93
"772","Campeche","Mujeres","2005","ene",158
"773","Coahuila","Mujeres","2005","ene",835
"774","Colima","Mujeres","2005","ene",96
"775","Chiapas","Mujeres","2005","ene",672
"776","Chihuahua","Mujeres","2005","ene",590
"777","Distrito Federal","Mujeres","2005","ene",1942
"778","Durango","Mujeres","2005","ene",585
"779","Guanajuato","Mujeres","2005","ene",828
"780","Guerrero","Mujeres","2005","ene",741
"781","Hidalgo","Mujeres","2005","ene",235
"782","Jalisco","Mujeres","2005","ene",1731
"783","Mexico","Mujeres","2005","ene",2169
"784","Michoacan","Mujeres","2005","ene",391
"785","Morelos","Mujeres","2005","ene",330
"786","Nayarit","Mujeres","2005","ene",209
"787","Nuevo Leon","Mujeres","2005","ene",661
"788","Oaxaca","Mujeres","2005","ene",494
"789","Puebla","Mujeres","2005","ene",1088
"790","Queretaro","Mujeres","2005","ene",218
"791","Quintana Roo","Mujeres","2005","ene",93
"792","San Luis Potosi","Mujeres","2005","ene",418
"793","Sinaloa","Mujeres","2005","ene",581
"794","Sonora","Mujeres","2005","ene",524
"795","Tabasco","Mujeres","2005","ene",323
"796","Tamaulipas","Mujeres","2005","ene",681
"797","Tlaxcala","Mujeres","2005","ene",133
"798","Veracruz","Mujeres","2005","ene",1022
"799","Yucatan","Mujeres","2005","ene",421
"800","Zacatecas","Mujeres","2005","ene",189
"801","Aguscalientes","Mujeres","2006","ene",271
"802","Baja California","Mujeres","2006","ene",657
"803","Baja California Sur","Mujeres","2006","ene",80
"804","Campeche","Mujeres","2006","ene",126
"805","Coahuila","Mujeres","2006","ene",880
"806","Colima","Mujeres","2006","ene",124
"807","Chiapas","Mujeres","2006","ene",550
"808","Chihuahua","Mujeres","2006","ene",870
"809","Distrito Federal","Mujeres","2006","ene",2328
"810","Durango","Mujeres","2006","ene",618
"811","Guanajuato","Mujeres","2006","ene",1177
"812","Guerrero","Mujeres","2006","ene",787
"813","Hidalgo","Mujeres","2006","ene",328
"814","Jalisco","Mujeres","2006","ene",2070
"815","Mexico","Mujeres","2006","ene",2787
"816","Michoacan","Mujeres","2006","ene",569
"817","Morelos","Mujeres","2006","ene",623
"818","Nayarit","Mujeres","2006","ene",229
"819","Nuevo Leon","Mujeres","2006","ene",786
"820","Oaxaca","Mujeres","2006","ene",724
"821","Puebla","Mujeres","2006","ene",1154
"822","Queretaro","Mujeres","2006","ene",206
"823","Quintana Roo","Mujeres","2006","ene",90
"824","San Luis Potosi","Mujeres","2006","ene",622
"825","Sinaloa","Mujeres","2006","ene",833
"826","Sonora","Mujeres","2006","ene",492
"827","Tabasco","Mujeres","2006","ene",444
"828","Tamaulipas","Mujeres","2006","ene",722
"829","Tlaxcala","Mujeres","2006","ene",193
"830","Veracruz","Mujeres","2006","ene",1018
"831","Yucatan","Mujeres","2006","ene",516
"832","Zacatecas","Mujeres","2006","ene",190
"833","Aguscalientes","Mujeres","2007","ene",297
"834","Baja California","Mujeres","2007","ene",612
"835","Baja California Sur","Mujeres","2007","ene",75
"836","Campeche","Mujeres","2007","ene",229
"837","Coahuila","Mujeres","2007","ene",817
"838","Colima","Mujeres","2007","ene",111
"839","Chiapas","Mujeres","2007","ene",594
"840","Chihuahua","Mujeres","2007","ene",705
"841","Distrito Federal","Mujeres","2007","ene",2164
"842","Durango","Mujeres","2007","ene",440
"843","Guanajuato","Mujeres","2007","ene",1004
"844","Guerrero","Mujeres","2007","ene",660
"845","Hidalgo","Mujeres","2007","ene",275
"846","Jalisco","Mujeres","2007","ene",1599
"847","Mexico","Mujeres","2007","ene",2679
"848","Michoacan","Mujeres","2007","ene",652
"849","Morelos","Mujeres","2007","ene",771
"850","Nayarit","Mujeres","2007","ene",186
"851","Nuevo Leon","Mujeres","2007","ene",680
"852","Oaxaca","Mujeres","2007","ene",672
"853","Puebla","Mujeres","2007","ene",1043
"854","Queretaro","Mujeres","2007","ene",207
"855","Quintana Roo","Mujeres","2007","ene",104
"856","San Luis Potosi","Mujeres","2007","ene",576
"857","Sinaloa","Mujeres","2007","ene",756
"858","Sonora","Mujeres","2007","ene",509
"859","Tabasco","Mujeres","2007","ene",329
"860","Tamaulipas","Mujeres","2007","ene",794
"861","Tlaxcala","Mujeres","2007","ene",177
"862","Veracruz","Mujeres","2007","ene",1116
"863","Yucatan","Mujeres","2007","ene",456
"864","Zacatecas","Mujeres","2007","ene",197
"865","Aguscalientes","Mujeres","2008","ene",159
"866","Baja California","Mujeres","2008","ene",489
"867","Baja California Sur","Mujeres","2008","ene",60
"868","Campeche","Mujeres","2008","ene",105
"869","Coahuila","Mujeres","2008","ene",510
"870","Colima","Mujeres","2008","ene",86
"871","Chiapas","Mujeres","2008","ene",458
"872","Chihuahua","Mujeres","2008","ene",680
"873","Distrito Federal","Mujeres","2008","ene",1476
"874","Durango","Mujeres","2008","ene",342
"875","Guanajuato","Mujeres","2008","ene",660
"876","Guerrero","Mujeres","2008","ene",693
"877","Hidalgo","Mujeres","2008","ene",274
"878","Jalisco","Mujeres","2008","ene",1507
"879","Mexico","Mujeres","2008","ene",2019
"880","Michoacan","Mujeres","2008","ene",547
"881","Morelos","Mujeres","2008","ene",490
"882","Nayarit","Mujeres","2008","ene",227
"883","Nuevo Leon","Mujeres","2008","ene",572
"884","Oaxaca","Mujeres","2008","ene",595
"885","Puebla","Mujeres","2008","ene",720
"886","Queretaro","Mujeres","2008","ene",208
"887","Quintana Roo","Mujeres","2008","ene",126
"888","San Luis Potosi","Mujeres","2008","ene",472
"889","Sinaloa","Mujeres","2008","ene",635
"890","Sonora","Mujeres","2008","ene",508
"891","Tabasco","Mujeres","2008","ene",276
"892","Tamaulipas","Mujeres","2008","ene",513
"893","Tlaxcala","Mujeres","2008","ene",157
"894","Veracruz","Mujeres","2008","ene",1017
"895","Yucatan","Mujeres","2008","ene",447
"896","Zacatecas","Mujeres","2008","ene",133
"897","Aguscalientes","Mujeres","2009","ene",212
"898","Baja California","Mujeres","2009","ene",546
"899","Baja California Sur","Mujeres","2009","ene",91
"900","Campeche","Mujeres","2009","ene",107
"901","Coahuila","Mujeres","2009","ene",881
"902","Colima","Mujeres","2009","ene",76
"903","Chiapas","Mujeres","2009","ene",582
"904","Chihuahua","Mujeres","2009","ene",873
"905","Distrito Federal","Mujeres","2009","ene",1621
"906","Durango","Mujeres","2009","ene",259
"907","Guanajuato","Mujeres","2009","ene",889
"908","Guerrero","Mujeres","2009","ene",696
"909","Hidalgo","Mujeres","2009","ene",267
"910","Jalisco","Mujeres","2009","ene",1517
"911","Mexico","Mujeres","2009","ene",2609
"912","Michoacan","Mujeres","2009","ene",592
"913","Morelos","Mujeres","2009","ene",562
"914","Nayarit","Mujeres","2009","ene",251
"915","Nuevo Leon","Mujeres","2009","ene",719
"916","Oaxaca","Mujeres","2009","ene",530
"917","Puebla","Mujeres","2009","ene",1081
"918","Queretaro","Mujeres","2009","ene",223
"919","Quintana Roo","Mujeres","2009","ene",153
"920","San Luis Potosi","Mujeres","2009","ene",475
"921","Sinaloa","Mujeres","2009","ene",750
"922","Sonora","Mujeres","2009","ene",425
"923","Tabasco","Mujeres","2009","ene",352
"924","Tamaulipas","Mujeres","2009","ene",600
"925","Tlaxcala","Mujeres","2009","ene",185
"926","Veracruz","Mujeres","2009","ene",1160
"927","Yucatan","Mujeres","2009","ene",439
"928","Zacatecas","Mujeres","2009","ene",218
"929","Aguscalientes","Mujeres","2010","ene",101
"930","Baja California","Mujeres","2010","ene",643
"931","Baja California Sur","Mujeres","2010","ene",99
"932","Campeche","Mujeres","2010","ene",55
"933","Coahuila","Mujeres","2010","ene",833
"934","Colima","Mujeres","2010","ene",83
"935","Chiapas","Mujeres","2010","ene",593
"936","Chihuahua","Mujeres","2010","ene",886
"937","Distrito Federal","Mujeres","2010","ene",1517
"938","Durango","Mujeres","2010","ene",418
"939","Guanajuato","Mujeres","2010","ene",797
"940","Guerrero","Mujeres","2010","ene",589
"941","Hidalgo","Mujeres","2010","ene",299
"942","Jalisco","Mujeres","2010","ene",1368
"943","Mexico","Mujeres","2010","ene",2735
"944","Michoacan","Mujeres","2010","ene",669
"945","Morelos","Mujeres","2010","ene",428
"946","Nayarit","Mujeres","2010","ene",137
"947","Nuevo Leon","Mujeres","2010","ene",711
"948","Oaxaca","Mujeres","2010","ene",614
"949","Puebla","Mujeres","2010","ene",740
"950","Queretaro","Mujeres","2010","ene",258
"951","Quintana Roo","Mujeres","2010","ene",131
"952","San Luis Potosi","Mujeres","2010","ene",526
"953","Sinaloa","Mujeres","2010","ene",716
"954","Sonora","Mujeres","2010","ene",397
"955","Tabasco","Mujeres","2010","ene",344
"956","Tamaulipas","Mujeres","2010","ene",763
"957","Tlaxcala","Mujeres","2010","ene",169
"958","Veracruz","Mujeres","2010","ene",1080
"959","Yucatan","Mujeres","2010","ene",404
"960","Zacatecas","Mujeres","2010","ene",208
"961","Aguscalientes","Mujeres","2011","ene",238
"962","Baja California","Mujeres","2011","ene",662
"963","Baja California Sur","Mujeres","2011","ene",61
"964","Campeche","Mujeres","2011","ene",116
"965","Coahuila","Mujeres","2011","ene",603
"966","Colima","Mujeres","2011","ene",47
"967","Chiapas","Mujeres","2011","ene",704
"968","Chihuahua","Mujeres","2011","ene",961
"969","Distrito Federal","Mujeres","2011","ene",1488
"970","Durango","Mujeres","2011","ene",427
"971","Guanajuato","Mujeres","2011","ene",710
"972","Guerrero","Mujeres","2011","ene",654
"973","Hidalgo","Mujeres","2011","ene",332
"974","Jalisco","Mujeres","2011","ene",1441
"975","Mexico","Mujeres","2011","ene",2547
"976","Michoacan","Mujeres","2011","ene",587
"977","Morelos","Mujeres","2011","ene",444
"978","Nayarit","Mujeres","2011","ene",156
"979","Nuevo Leon","Mujeres","2011","ene",815
"980","Oaxaca","Mujeres","2011","ene",770
"981","Puebla","Mujeres","2011","ene",659
"982","Queretaro","Mujeres","2011","ene",234
"983","Quintana Roo","Mujeres","2011","ene",122
"984","San Luis Potosi","Mujeres","2011","ene",591
"985","Sinaloa","Mujeres","2011","ene",666
"986","Sonora","Mujeres","2011","ene",381
"987","Tabasco","Mujeres","2011","ene",341
"988","Tamaulipas","Mujeres","2011","ene",585
"989","Tlaxcala","Mujeres","2011","ene",148
"990","Veracruz","Mujeres","2011","ene",1239
"991","Yucatan","Mujeres","2011","ene",303
"992","Zacatecas","Mujeres","2011","ene",199
"993","Aguscalientes","Mujeres","2012","ene",488
"994","Baja California","Mujeres","2012","ene",797
"995","Baja California Sur","Mujeres","2012","ene",111
"996","Campeche","Mujeres","2012","ene",121
"997","Coahuila","Mujeres","2012","ene",711
