"","estado","genero","fecha","fuente","casos"
"633","Sinaloa","Mujeres","2011","salud",4714
"634","Sonora","Mujeres","2011","salud",1530
"635","Tabasco","Mujeres","2011","salud",1941
"636","Tamaulipas","Mujeres","2011","salud",2583
"637","Tlaxcala","Mujeres","2011","salud",732
"638","Veracruz","Mujeres","2011","salud",5221
"639","Yucatan","Mujeres","2011","salud",924
"640","Zacatecas","Mujeres","2011","salud",1201
"641","Aguscalientes","Mujeres","2012","salud",1284
"642","Baja California","Mujeres","2012","salud",3347
"643","Baja California Sur","Mujeres","2012","salud",767
"644","Campeche","Mujeres","2012","salud",696
"645","Coahuila","Mujeres","2012","salud",1041
"646","Colima","Mujeres","2012","salud",409
"647","Chiapas","Mujeres","2012","salud",3118
"648","Chihuahua","Mujeres","2012","salud",3438
"649","Distrito Federal","Mujeres","2012","salud",6498
"650","Durango","Mujeres","2012","salud",662
"651","Guanajuato","Mujeres","2012","salud",4447
"652","Guerrero","Mujeres","2012","salud",3509
"653","Hidalgo","Mujeres","2012","salud",3113
"654","Jalisco","Mujeres","2012","salud",3838
"655","Mexico","Mujeres","2012","salud",17423
"656","Michoacan","Mujeres","2012","salud",2104
"657","Morelos","Mujeres","2012","salud",1452
"658","Nayarit","Mujeres","2012","salud",671
"659","Nuevo Leon","Mujeres","2012","salud",2054
"660","Oaxaca","Mujeres","2012","salud",3117
"661","Puebla","Mujeres","2012","salud",3431
"662","Queretaro","Mujeres","2012","salud",1664
"663","Quintana Roo","Mujeres","2012","salud",930
"664","San Luis Potosi","Mujeres","2012","salud",2651
"665","Sinaloa","Mujeres","2012","salud",6340
"666","Sonora","Mujeres","2012","salud",1805
"667","Tabasco","Mujeres","2012","salud",2181
"668","Tamaulipas","Mujeres","2012","salud",3118
"669","Tlaxcala","Mujeres","2012","salud",724
"670","Veracruz","Mujeres","2012","salud",5116
"671","Yucatan","Mujeres","2012","salud",1155
"672","Zacatecas","Mujeres","2012","salud",1090
"673","Aguscalientes","Mujeres","2013","salud",1121
"674","Baja California","Mujeres","2013","salud",3138
"675","Baja California Sur","Mujeres","2013","salud",470
"676","Campeche","Mujeres","2013","salud",595
"677","Coahuila","Mujeres","2013","salud",776
"678","Colima","Mujeres","2013","salud",396
"679","Chiapas","Mujeres","2013","salud",3397
"680","Chihuahua","Mujeres","2013","salud",2748
"681","Distrito Federal","Mujeres","2013","salud",6686
"682","Durango","Mujeres","2013","salud",704
"683","Guanajuato","Mujeres","2013","salud",3972
"684","Guerrero","Mujeres","2013","salud",5359
"685","Hidalgo","Mujeres","2013","salud",3159
"686","Jalisco","Mujeres","2013","salud",3934
"687","Mexico","Mujeres","2013","salud",16830
"688","Michoacan","Mujeres","2013","salud",2406
"689","Morelos","Mujeres","2013","salud",1521
"690","Nayarit","Mujeres","2013","salud",554
"691","Nuevo Leon","Mujeres","2013","salud",2034
"692","Oaxaca","Mujeres","2013","salud",3676
"693","Puebla","Mujeres","2013","salud",3353
"694","Queretaro","Mujeres","2013","salud",1538
"695","Quintana Roo","Mujeres","2013","salud",1043
"696","San Luis Potosi","Mujeres","2013","salud",1895
"697","Sinaloa","Mujeres","2013","salud",6193
"698","Sonora","Mujeres","2013","salud",1467
"699","Tabasco","Mujeres","2013","salud",1864
"700","Tamaulipas","Mujeres","2013","salud",2526
"701","Tlaxcala","Mujeres","2013","salud",780
"702","Veracruz","Mujeres","2013","salud",4118
"703","Yucatan","Mujeres","2013","salud",998
"704","Zacatecas","Mujeres","2013","salud",883
"705","Aguscalientes","Hombres","2003","salud",657
"706","Baja California","Hombres","2003","salud",999
"707","Baja California Sur","Hombres","2003","salud",286
"708","Campeche","Hombres","2003","salud",307
"709","Coahuila","Hombres","2003","salud",475
"710","Colima","Hombres","2003","salud",279
"711","Chiapas","Hombres","2003","salud",1219
"712","Chihuahua","Hombres","2003","salud",550
"713","Distrito Federal","Hombres","2003","salud",5699
"714","Durango","Hombres","2003","salud",709
"715","Guanajuato","Hombres","2003","salud",2757
"716","Guerrero","Hombres","2003","salud",2328
"717","Hidalgo","Hombres","2003","salud",1010
"718","Jalisco","Hombres","2003","salud",2538
"719","Mexico","Hombres","2003","salud",4454
"720","Michoacan","Hombres","2003","salud",1657
"721","Morelos","Hombres","2003","salud",907
"722","Nayarit","Hombres","2003","salud",496
"723","Nuevo Leon","Hombres","2003","salud",1473
"724","Oaxaca","Hombres","2003","salud",1149
"725","Puebla","Hombres","2003","salud",1145
"726","Queretaro","Hombres","2003","salud",526
"727","Quintana Roo","Hombres","2003","salud",224
"728","San Luis Potosi","Hombres","2003","salud",877
"729","Sinaloa","Hombres","2003","salud",963
"730","Sonora","Hombres","2003","salud",1169
"731","Tabasco","Hombres","2003","salud",1046
"732","Tamaulipas","Hombres","2003","salud",1671
"733","Tlaxcala","Hombres","2003","salud",492
"734","Veracruz","Hombres","2003","salud",2283
"735","Yucatan","Hombres","2003","salud",396
"736","Zacatecas","Hombres","2003","salud",630
"737","Aguscalientes","Hombres","2004","salud",2095
"738","Baja California","Hombres","2004","salud",1106
"739","Baja California Sur","Hombres","2004","salud",275
"740","Campeche","Hombres","2004","salud",339
"741","Coahuila","Hombres","2004","salud",507
"742","Colima","Hombres","2004","salud",299
"743","Chiapas","Hombres","2004","salud",1301
"744","Chihuahua","Hombres","2004","salud",611
"745","Distrito Federal","Hombres","2004","salud",5727
"746","Durango","Hombres","2004","salud",774
"747","Guanajuato","Hombres","2004","salud",1808
"748","Guerrero","Hombres","2004","salud",2240
"749","Hidalgo","Hombres","2004","salud",1014
"750","Jalisco","Hombres","2004","salud",2735
"751","Mexico","Hombres","2004","salud",4455
"752","Michoacan","Hombres","2004","salud",1459
"753","Morelos","Hombres","2004","salud",899
"754","Nayarit","Hombres","2004","salud",510
"755","Nuevo Leon","Hombres","2004","salud",1416
"756","Oaxaca","Hombres","2004","salud",1119
"757","Puebla","Hombres","2004","salud",1830
"758","Queretaro","Hombres","2004","salud",679
"759","Quintana Roo","Hombres","2004","salud",212
"760","San Luis Potosi","Hombres","2004","salud",1218
"761","Sinaloa","Hombres","2004","salud",1190
"762","Sonora","Hombres","2004","salud",1159
"763","Tabasco","Hombres","2004","salud",1316
"764","Tamaulipas","Hombres","2004","salud",1451
"765","Tlaxcala","Hombres","2004","salud",461
"766","Veracruz","Hombres","2004","salud",2442
"767","Yucatan","Hombres","2004","salud",574
"768","Zacatecas","Hombres","2004","salud",536
"769","Aguscalientes","Hombres","2005","salud",715
"770","Baja California","Hombres","2005","salud",1741
"771","Baja California Sur","Hombres","2005","salud",291
"772","Campeche","Hombres","2005","salud",454
"773","Coahuila","Hombres","2005","salud",677
"774","Colima","Hombres","2005","salud",456
"775","Chiapas","Hombres","2005","salud",1817
"776","Chihuahua","Hombres","2005","salud",698
"777","Distrito Federal","Hombres","2005","salud",6182
"778","Durango","Hombres","2005","salud",959
"779","Guanajuato","Hombres","2005","salud",2707
"780","Guerrero","Hombres","2005","salud",2504
"781","Hidalgo","Hombres","2005","salud",1064
"782","Jalisco","Hombres","2005","salud",2707
"783","Mexico","Hombres","2005","salud",5049
"784","Michoacan","Hombres","2005","salud",1650
"785","Morelos","Hombres","2005","salud",1032
"786","Nayarit","Hombres","2005","salud",540
"787","Nuevo Leon","Hombres","2005","salud",1005
"788","Oaxaca","Hombres","2005","salud",1621
"789","Puebla","Hombres","2005","salud",1738
"790","Queretaro","Hombres","2005","salud",606
"791","Quintana Roo","Hombres","2005","salud",193
"792","San Luis Potosi","Hombres","2005","salud",1470
"793","Sinaloa","Hombres","2005","salud",1763
"794","Sonora","Hombres","2005","salud",1403
"795","Tabasco","Hombres","2005","salud",1349
"796","Tamaulipas","Hombres","2005","salud",1599
"797","Tlaxcala","Hombres","2005","salud",560
"798","Veracruz","Hombres","2005","salud",2692
"799","Yucatan","Hombres","2005","salud",679
"800","Zacatecas","Hombres","2005","salud",573
"801","Aguscalientes","Hombres","2006","salud",563
"802","Baja California","Hombres","2006","salud",1659
"803","Baja California Sur","Hombres","2006","salud",433
"804","Campeche","Hombres","2006","salud",356
"805","Coahuila","Hombres","2006","salud",538
"806","Colima","Hombres","2006","salud",356
"807","Chiapas","Hombres","2006","salud",1368
"808","Chihuahua","Hombres","2006","salud",1047
"809","Distrito Federal","Hombres","2006","salud",5868
"810","Durango","Hombres","2006","salud",504
"811","Guanajuato","Hombres","2006","salud",3242
"812","Guerrero","Hombres","2006","salud",2474
"813","Hidalgo","Hombres","2006","salud",1074
"814","Jalisco","Hombres","2006","salud",2673
"815","Mexico","Hombres","2006","salud",5207
"816","Michoacan","Hombres","2006","salud",1557
"817","Morelos","Hombres","2006","salud",1062
"818","Nayarit","Hombres","2006","salud",550
"819","Nuevo Leon","Hombres","2006","salud",963
"820","Oaxaca","Hombres","2006","salud",1757
"821","Puebla","Hombres","2006","salud",1480
"822","Queretaro","Hombres","2006","salud",614
"823","Quintana Roo","Hombres","2006","salud",264
"824","San Luis Potosi","Hombres","2006","salud",1307
"825","Sinaloa","Hombres","2006","salud",2404
"826","Sonora","Hombres","2006","salud",739
"827","Tabasco","Hombres","2006","salud",1244
"828","Tamaulipas","Hombres","2006","salud",1740
"829","Tlaxcala","Hombres","2006","salud",489
"830","Veracruz","Hombres","2006","salud",2836
"831","Yucatan","Hombres","2006","salud",672
"832","Zacatecas","Hombres","2006","salud",638
"833","Aguscalientes","Hombres","2007","salud",566
"834","Baja California","Hombres","2007","salud",1488
"835","Baja California Sur","Hombres","2007","salud",453
"836","Campeche","Hombres","2007","salud",371
"837","Coahuila","Hombres","2007","salud",478
"838","Colima","Hombres","2007","salud",388
"839","Chiapas","Hombres","2007","salud",1559
"840","Chihuahua","Hombres","2007","salud",1151
"841","Distrito Federal","Hombres","2007","salud",5823
"842","Durango","Hombres","2007","salud",411
"843","Guanajuato","Hombres","2007","salud",2505
"844","Guerrero","Hombres","2007","salud",2416
"845","Hidalgo","Hombres","2007","salud",1072
"846","Jalisco","Hombres","2007","salud",2978
"847","Mexico","Hombres","2007","salud",6558
"848","Michoacan","Hombres","2007","salud",1282
"849","Morelos","Hombres","2007","salud",910
"850","Nayarit","Hombres","2007","salud",589
"851","Nuevo Leon","Hombres","2007","salud",995
"852","Oaxaca","Hombres","2007","salud",1783
"853","Puebla","Hombres","2007","salud",1382
"854","Queretaro","Hombres","2007","salud",595
"855","Quintana Roo","Hombres","2007","salud",320
"856","San Luis Potosi","Hombres","2007","salud",1395
"857","Sinaloa","Hombres","2007","salud",2462
"858","Sonora","Hombres","2007","salud",657
"859","Tabasco","Hombres","2007","salud",1450
"860","Tamaulipas","Hombres","2007","salud",1972
"861","Tlaxcala","Hombres","2007","salud",565
"862","Veracruz","Hombres","2007","salud",3026
"863","Yucatan","Hombres","2007","salud",734
"864","Zacatecas","Hombres","2007","salud",676
"865","Aguscalientes","Hombres","2008","salud",558
"866","Baja California","Hombres","2008","salud",1698
"867","Baja California Sur","Hombres","2008","salud",331
"868","Campeche","Hombres","2008","salud",336
"869","Coahuila","Hombres","2008","salud",408
"870","Colima","Hombres","2008","salud",374
"871","Chiapas","Hombres","2008","salud",1658
"872","Chihuahua","Hombres","2008","salud",1445
"873","Distrito Federal","Hombres","2008","salud",4757
"874","Durango","Hombres","2008","salud",388
"875","Guanajuato","Hombres","2008","salud",2930
"876","Guerrero","Hombres","2008","salud",1980
"877","Hidalgo","Hombres","2008","salud",1270
"878","Jalisco","Hombres","2008","salud",3159
"879","Mexico","Hombres","2008","salud",7498
"880","Michoacan","Hombres","2008","salud",1327
"881","Morelos","Hombres","2008","salud",1033
"882","Nayarit","Hombres","2008","salud",510
"883","Nuevo Leon","Hombres","2008","salud",1194
"884","Oaxaca","Hombres","2008","salud",2183
"885","Puebla","Hombres","2008","salud",1302
"886","Queretaro","Hombres","2008","salud",632
"887","Quintana Roo","Hombres","2008","salud",428
"888","San Luis Potosi","Hombres","2008","salud",1441
"889","Sinaloa","Hombres","2008","salud",2714
"890","Sonora","Hombres","2008","salud",778
"891","Tabasco","Hombres","2008","salud",1240
"892","Tamaulipas","Hombres","2008","salud",1620
"893","Tlaxcala","Hombres","2008","salud",611
"894","Veracruz","Hombres","2008","salud",2856
"895","Yucatan","Hombres","2008","salud",725
"896","Zacatecas","Hombres","2008","salud",646
"897","Aguscalientes","Hombres","2009","salud",578
"898","Baja California","Hombres","2009","salud",1666
"899","Baja California Sur","Hombres","2009","salud",248
"900","Campeche","Hombres","2009","salud",356
"901","Coahuila","Hombres","2009","salud",500
"902","Colima","Hombres","2009","salud",386
"903","Chiapas","Hombres","2009","salud",1508
"904","Chihuahua","Hombres","2009","salud",1741
"905","Distrito Federal","Hombres","2009","salud",4740
"906","Durango","Hombres","2009","salud",398
"907","Guanajuato","Hombres","2009","salud",2904
"908","Guerrero","Hombres","2009","salud",1989
"909","Hidalgo","Hombres","2009","salud",1259
"910","Jalisco","Hombres","2009","salud",2605
"911","Mexico","Hombres","2009","salud",8562
"912","Michoacan","Hombres","2009","salud",1493
"913","Morelos","Hombres","2009","salud",1014
"914","Nayarit","Hombres","2009","salud",466
"915","Nuevo Leon","Hombres","2009","salud",970
"916","Oaxaca","Hombres","2009","salud",1916
"917","Puebla","Hombres","2009","salud",1194
"918","Queretaro","Hombres","2009","salud",792
"919","Quintana Roo","Hombres","2009","salud",409
"920","San Luis Potosi","Hombres","2009","salud",1311
"921","Sinaloa","Hombres","2009","salud",2576
"922","Sonora","Hombres","2009","salud",703
"923","Tabasco","Hombres","2009","salud",1085
"924","Tamaulipas","Hombres","2009","salud",1394
"925","Tlaxcala","Hombres","2009","salud",524
"926","Veracruz","Hombres","2009","salud",2210
"927","Yucatan","Hombres","2009","salud",762
"928","Zacatecas","Hombres","2009","salud",641
"929","Aguscalientes","Hombres","2010","salud",682
"930","Baja California","Hombres","2010","salud",1735
"931","Baja California Sur","Hombres","2010","salud",236
"932","Campeche","Hombres","2010","salud",424
"933","Coahuila","Hombres","2010","salud",338
"934","Colima","Hombres","2010","salud",346
"935","Chiapas","Hombres","2010","salud",1569
"936","Chihuahua","Hombres","2010","salud",1574
"937","Distrito Federal","Hombres","2010","salud",4660
"938","Durango","Hombres","2010","salud",493
"939","Guanajuato","Hombres","2010","salud",2982
"940","Guerrero","Hombres","2010","salud",1898
"941","Hidalgo","Hombres","2010","salud",1111
"942","Jalisco","Hombres","2010","salud",2807
