"","estado","genero","fecha","edad","casos"
"729","Sinaloa","Mujeres","2003","<1",0
"730","Sonora","Mujeres","2003","<1",2
"731","Tabasco","Mujeres","2003","<1",2
"732","Tamaulipas","Mujeres","2003","<1",0
"733","Tlaxcala","Mujeres","2003","<1",0
"734","Veracruz","Mujeres","2003","<1",0
"735","Yucatan","Mujeres","2003","<1",0
"736","Zacatecas","Mujeres","2003","<1",0
"737","Aguscalientes","Mujeres","2004","<1",0
"738","Baja California","Mujeres","2004","<1",0
"739","Baja California Sur","Mujeres","2004","<1",0
"740","Campeche","Mujeres","2004","<1",0
"741","Coahuila","Mujeres","2004","<1",5
"742","Colima","Mujeres","2004","<1",0
"743","Chiapas","Mujeres","2004","<1",4
"744","Chihuahua","Mujeres","2004","<1",0
"745","Distrito Federal","Mujeres","2004","<1",0
"746","Durango","Mujeres","2004","<1",0
"747","Guanajuato","Mujeres","2004","<1",0
"748","Guerrero","Mujeres","2004","<1",0
"749","Hidalgo","Mujeres","2004","<1",0
"750","Jalisco","Mujeres","2004","<1",11
"751","Mexico","Mujeres","2004","<1",5
"752","Michoacan","Mujeres","2004","<1",0
"753","Morelos","Mujeres","2004","<1",0
"754","Nayarit","Mujeres","2004","<1",0
"755","Nuevo Leon","Mujeres","2004","<1",5
"756","Oaxaca","Mujeres","2004","<1",0
"757","Puebla","Mujeres","2004","<1",1
"758","Queretaro","Mujeres","2004","<1",0
"759","Quintana Roo","Mujeres","2004","<1",0
"760","San Luis Potosi","Mujeres","2004","<1",0
"761","Sinaloa","Mujeres","2004","<1",0
"762","Sonora","Mujeres","2004","<1",0
"763","Tabasco","Mujeres","2004","<1",0
"764","Tamaulipas","Mujeres","2004","<1",16
"765","Tlaxcala","Mujeres","2004","<1",0
"766","Veracruz","Mujeres","2004","<1",2
"767","Yucatan","Mujeres","2004","<1",0
"768","Zacatecas","Mujeres","2004","<1",0
"769","Aguscalientes","Mujeres","2005","<1",0
"770","Baja California","Mujeres","2005","<1",2
"771","Baja California Sur","Mujeres","2005","<1",0
"772","Campeche","Mujeres","2005","<1",1
"773","Coahuila","Mujeres","2005","<1",0
"774","Colima","Mujeres","2005","<1",0
"775","Chiapas","Mujeres","2005","<1",1
"776","Chihuahua","Mujeres","2005","<1",6
"777","Distrito Federal","Mujeres","2005","<1",0
"778","Durango","Mujeres","2005","<1",0
"779","Guanajuato","Mujeres","2005","<1",0
"780","Guerrero","Mujeres","2005","<1",0
"781","Hidalgo","Mujeres","2005","<1",0
"782","Jalisco","Mujeres","2005","<1",10
"783","Mexico","Mujeres","2005","<1",1
"784","Michoacan","Mujeres","2005","<1",0
"785","Morelos","Mujeres","2005","<1",0
"786","Nayarit","Mujeres","2005","<1",0
"787","Nuevo Leon","Mujeres","2005","<1",1
"788","Oaxaca","Mujeres","2005","<1",0
"789","Puebla","Mujeres","2005","<1",1
"790","Queretaro","Mujeres","2005","<1",0
"791","Quintana Roo","Mujeres","2005","<1",0
"792","San Luis Potosi","Mujeres","2005","<1",0
"793","Sinaloa","Mujeres","2005","<1",1
"794","Sonora","Mujeres","2005","<1",1
"795","Tabasco","Mujeres","2005","<1",4
"796","Tamaulipas","Mujeres","2005","<1",1
"797","Tlaxcala","Mujeres","2005","<1",0
"798","Veracruz","Mujeres","2005","<1",0
"799","Yucatan","Mujeres","2005","<1",0
"800","Zacatecas","Mujeres","2005","<1",0
"801","Aguscalientes","Mujeres","2006","<1",0
"802","Baja California","Mujeres","2006","<1",0
"803","Baja California Sur","Mujeres","2006","<1",0
"804","Campeche","Mujeres","2006","<1",0
"805","Coahuila","Mujeres","2006","<1",0
"806","Colima","Mujeres","2006","<1",0
"807","Chiapas","Mujeres","2006","<1",1
"808","Chihuahua","Mujeres","2006","<1",0
"809","Distrito Federal","Mujeres","2006","<1",0
"810","Durango","Mujeres","2006","<1",0
"811","Guanajuato","Mujeres","2006","<1",0
"812","Guerrero","Mujeres","2006","<1",1
"813","Hidalgo","Mujeres","2006","<1",0
"814","Jalisco","Mujeres","2006","<1",15
"815","Mexico","Mujeres","2006","<1",1
"816","Michoacan","Mujeres","2006","<1",0
"817","Morelos","Mujeres","2006","<1",0
"818","Nayarit","Mujeres","2006","<1",0
"819","Nuevo Leon","Mujeres","2006","<1",1
"820","Oaxaca","Mujeres","2006","<1",0
"821","Puebla","Mujeres","2006","<1",0
"822","Queretaro","Mujeres","2006","<1",0
"823","Quintana Roo","Mujeres","2006","<1",0
"824","San Luis Potosi","Mujeres","2006","<1",0
"825","Sinaloa","Mujeres","2006","<1",0
"826","Sonora","Mujeres","2006","<1",0
"827","Tabasco","Mujeres","2006","<1",1
"828","Tamaulipas","Mujeres","2006","<1",3
"829","Tlaxcala","Mujeres","2006","<1",0
"830","Veracruz","Mujeres","2006","<1",0
"831","Yucatan","Mujeres","2006","<1",0
"832","Zacatecas","Mujeres","2006","<1",0
"833","Aguscalientes","Mujeres","2007","<1",1
"834","Baja California","Mujeres","2007","<1",0
"835","Baja California Sur","Mujeres","2007","<1",0
"836","Campeche","Mujeres","2007","<1",0
"837","Coahuila","Mujeres","2007","<1",0
"838","Colima","Mujeres","2007","<1",0
"839","Chiapas","Mujeres","2007","<1",3
"840","Chihuahua","Mujeres","2007","<1",1
"841","Distrito Federal","Mujeres","2007","<1",0
"842","Durango","Mujeres","2007","<1",0
"843","Guanajuato","Mujeres","2007","<1",0
"844","Guerrero","Mujeres","2007","<1",0
"845","Hidalgo","Mujeres","2007","<1",0
"846","Jalisco","Mujeres","2007","<1",10
"847","Mexico","Mujeres","2007","<1",3
"848","Michoacan","Mujeres","2007","<1",0
"849","Morelos","Mujeres","2007","<1",0
"850","Nayarit","Mujeres","2007","<1",0
"851","Nuevo Leon","Mujeres","2007","<1",0
"852","Oaxaca","Mujeres","2007","<1",0
"853","Puebla","Mujeres","2007","<1",0
"854","Queretaro","Mujeres","2007","<1",0
"855","Quintana Roo","Mujeres","2007","<1",0
"856","San Luis Potosi","Mujeres","2007","<1",0
"857","Sinaloa","Mujeres","2007","<1",0
"858","Sonora","Mujeres","2007","<1",0
"859","Tabasco","Mujeres","2007","<1",0
"860","Tamaulipas","Mujeres","2007","<1",0
"861","Tlaxcala","Mujeres","2007","<1",0
"862","Veracruz","Mujeres","2007","<1",0
"863","Yucatan","Mujeres","2007","<1",1
"864","Zacatecas","Mujeres","2007","<1",0
"865","Aguscalientes","Mujeres","2008","<1",0
"866","Baja California","Mujeres","2008","<1",0
"867","Baja California Sur","Mujeres","2008","<1",0
"868","Campeche","Mujeres","2008","<1",3
"869","Coahuila","Mujeres","2008","<1",0
"870","Colima","Mujeres","2008","<1",0
"871","Chiapas","Mujeres","2008","<1",0
"872","Chihuahua","Mujeres","2008","<1",0
"873","Distrito Federal","Mujeres","2008","<1",0
"874","Durango","Mujeres","2008","<1",0
"875","Guanajuato","Mujeres","2008","<1",0
"876","Guerrero","Mujeres","2008","<1",0
"877","Hidalgo","Mujeres","2008","<1",0
"878","Jalisco","Mujeres","2008","<1",12
"879","Mexico","Mujeres","2008","<1",6
"880","Michoacan","Mujeres","2008","<1",0
"881","Morelos","Mujeres","2008","<1",0
"882","Nayarit","Mujeres","2008","<1",0
"883","Nuevo Leon","Mujeres","2008","<1",0
"884","Oaxaca","Mujeres","2008","<1",0
"885","Puebla","Mujeres","2008","<1",0
"886","Queretaro","Mujeres","2008","<1",0
"887","Quintana Roo","Mujeres","2008","<1",0
"888","San Luis Potosi","Mujeres","2008","<1",0
"889","Sinaloa","Mujeres","2008","<1",2
"890","Sonora","Mujeres","2008","<1",2
"891","Tabasco","Mujeres","2008","<1",0
"892","Tamaulipas","Mujeres","2008","<1",4
"893","Tlaxcala","Mujeres","2008","<1",0
"894","Veracruz","Mujeres","2008","<1",0
"895","Yucatan","Mujeres","2008","<1",0
"896","Zacatecas","Mujeres","2008","<1",0
"897","Aguscalientes","Mujeres","2009","<1",0
"898","Baja California","Mujeres","2009","<1",0
"899","Baja California Sur","Mujeres","2009","<1",1
"900","Campeche","Mujeres","2009","<1",1
"901","Coahuila","Mujeres","2009","<1",0
"902","Colima","Mujeres","2009","<1",0
"903","Chiapas","Mujeres","2009","<1",0
"904","Chihuahua","Mujeres","2009","<1",0
"905","Distrito Federal","Mujeres","2009","<1",0
"906","Durango","Mujeres","2009","<1",0
"907","Guanajuato","Mujeres","2009","<1",0
"908","Guerrero","Mujeres","2009","<1",0
"909","Hidalgo","Mujeres","2009","<1",0
"910","Jalisco","Mujeres","2009","<1",6
"911","Mexico","Mujeres","2009","<1",0
"912","Michoacan","Mujeres","2009","<1",0
"913","Morelos","Mujeres","2009","<1",0
"914","Nayarit","Mujeres","2009","<1",0
"915","Nuevo Leon","Mujeres","2009","<1",0
"916","Oaxaca","Mujeres","2009","<1",1
"917","Puebla","Mujeres","2009","<1",0
"918","Queretaro","Mujeres","2009","<1",0
"919","Quintana Roo","Mujeres","2009","<1",0
"920","San Luis Potosi","Mujeres","2009","<1",0
"921","Sinaloa","Mujeres","2009","<1",0
"922","Sonora","Mujeres","2009","<1",0
"923","Tabasco","Mujeres","2009","<1",0
"924","Tamaulipas","Mujeres","2009","<1",0
"925","Tlaxcala","Mujeres","2009","<1",0
"926","Veracruz","Mujeres","2009","<1",0
"927","Yucatan","Mujeres","2009","<1",0
"928","Zacatecas","Mujeres","2009","<1",0
"929","Aguscalientes","Mujeres","2010","<1",0
"930","Baja California","Mujeres","2010","<1",0
"931","Baja California Sur","Mujeres","2010","<1",0
"932","Campeche","Mujeres","2010","<1",0
"933","Coahuila","Mujeres","2010","<1",0
"934","Colima","Mujeres","2010","<1",0
"935","Chiapas","Mujeres","2010","<1",0
"936","Chihuahua","Mujeres","2010","<1",1
"937","Distrito Federal","Mujeres","2010","<1",0
"938","Durango","Mujeres","2010","<1",0
"939","Guanajuato","Mujeres","2010","<1",0
"940","Guerrero","Mujeres","2010","<1",0
"941","Hidalgo","Mujeres","2010","<1",0
"942","Jalisco","Mujeres","2010","<1",0
"943","Mexico","Mujeres","2010","<1",6
"944","Michoacan","Mujeres","2010","<1",0
"945","Morelos","Mujeres","2010","<1",0
"946","Nayarit","Mujeres","2010","<1",0
"947","Nuevo Leon","Mujeres","2010","<1",0
"948","Oaxaca","Mujeres","2010","<1",0
"949","Puebla","Mujeres","2010","<1",0
"950","Queretaro","Mujeres","2010","<1",0
"951","Quintana Roo","Mujeres","2010","<1",0
"952","San Luis Potosi","Mujeres","2010","<1",0
"953","Sinaloa","Mujeres","2010","<1",0
"954","Sonora","Mujeres","2010","<1",1
"955","Tabasco","Mujeres","2010","<1",1
"956","Tamaulipas","Mujeres","2010","<1",0
"957","Tlaxcala","Mujeres","2010","<1",0
"958","Veracruz","Mujeres","2010","<1",0
"959","Yucatan","Mujeres","2010","<1",0
"960","Zacatecas","Mujeres","2010","<1",0
"961","Aguscalientes","Mujeres","2011","<1",0
"962","Baja California","Mujeres","2011","<1",0
"963","Baja California Sur","Mujeres","2011","<1",0
"964","Campeche","Mujeres","2011","<1",0
"965","Coahuila","Mujeres","2011","<1",0
"966","Colima","Mujeres","2011","<1",0
"967","Chiapas","Mujeres","2011","<1",0
"968","Chihuahua","Mujeres","2011","<1",4
"969","Distrito Federal","Mujeres","2011","<1",0
"970","Durango","Mujeres","2011","<1",0
"971","Guanajuato","Mujeres","2011","<1",0
"972","Guerrero","Mujeres","2011","<1",2
"973","Hidalgo","Mujeres","2011","<1",0
"974","Jalisco","Mujeres","2011","<1",1
"975","Mexico","Mujeres","2011","<1",14
"976","Michoacan","Mujeres","2011","<1",0
"977","Morelos","Mujeres","2011","<1",5
"978","Nayarit","Mujeres","2011","<1",0
"979","Nuevo Leon","Mujeres","2011","<1",2
"980","Oaxaca","Mujeres","2011","<1",1
"981","Puebla","Mujeres","2011","<1",0
"982","Queretaro","Mujeres","2011","<1",0
"983","Quintana Roo","Mujeres","2011","<1",0
"984","San Luis Potosi","Mujeres","2011","<1",1
"985","Sinaloa","Mujeres","2011","<1",0
"986","Sonora","Mujeres","2011","<1",1
"987","Tabasco","Mujeres","2011","<1",0
"988","Tamaulipas","Mujeres","2011","<1",0
"989","Tlaxcala","Mujeres","2011","<1",2
"990","Veracruz","Mujeres","2011","<1",0
"991","Yucatan","Mujeres","2011","<1",0
"992","Zacatecas","Mujeres","2011","<1",0
"993","Aguscalientes","Mujeres","2012","<1",0
"994","Baja California","Mujeres","2012","<1",1
"995","Baja California Sur","Mujeres","2012","<1",0
"996","Campeche","Mujeres","2012","<1",0
"997","Coahuila","Mujeres","2012","<1",0
"998","Colima","Mujeres","2012","<1",0
"999","Chiapas","Mujeres","2012","<1",2
"1000","Chihuahua","Mujeres","2012","<1",0
"1001","Distrito Federal","Mujeres","2012","<1",0
"1002","Durango","Mujeres","2012","<1",0
"1003","Guanajuato","Mujeres","2012","<1",0
"1004","Guerrero","Mujeres","2012","<1",0
"1005","Hidalgo","Mujeres","2012","<1",0
"1006","Jalisco","Mujeres","2012","<1",3
"1007","Mexico","Mujeres","2012","<1",1
"1008","Michoacan","Mujeres","2012","<1",0
"1009","Morelos","Mujeres","2012","<1",0
"1010","Nayarit","Mujeres","2012","<1",1
"1011","Nuevo Leon","Mujeres","2012","<1",0
"1012","Oaxaca","Mujeres","2012","<1",4
"1013","Puebla","Mujeres","2012","<1",0
"1014","Queretaro","Mujeres","2012","<1",0
"1015","Quintana Roo","Mujeres","2012","<1",0
"1016","San Luis Potosi","Mujeres","2012","<1",0
"1017","Sinaloa","Mujeres","2012","<1",0
"1018","Sonora","Mujeres","2012","<1",2
"1019","Tabasco","Mujeres","2012","<1",0
"1020","Tamaulipas","Mujeres","2012","<1",0
"1021","Tlaxcala","Mujeres","2012","<1",0
"1022","Veracruz","Mujeres","2012","<1",0
"1023","Yucatan","Mujeres","2012","<1",1
"1024","Zacatecas","Mujeres","2012","<1",0
"1057","Aguscalientes","General","2003","1a4",0
"1058","Baja California","General","2003","1a4",0
"1059","Baja California Sur","General","2003","1a4",0
"1060","Campeche","General","2003","1a4",0
"1061","Coahuila","General","2003","1a4",14
"1062","Colima","General","2003","1a4",0
"1063","Chiapas","General","2003","1a4",11
"1064","Chihuahua","General","2003","1a4",5
"1065","Distrito Federal","General","2003","1a4",0
"1066","Durango","General","2003","1a4",0
"1067","Guanajuato","General","2003","1a4",0
"1068","Guerrero","General","2003","1a4",0
"1069","Hidalgo","General","2003","1a4",0
"1070","Jalisco","General","2003","1a4",0
"1071","Mexico","General","2003","1a4",17
"1072","Michoacan","General","2003","1a4",0
"1073","Morelos","General","2003","1a4",0
"1074","Nayarit","General","2003","1a4",0
"1075","Nuevo Leon","General","2003","1a4",20
"1076","Oaxaca","General","2003","1a4",1
"1077","Puebla","General","2003","1a4",4
"1078","Queretaro","General","2003","1a4",0
"1079","Quintana Roo","General","2003","1a4",0
"1080","San Luis Potosi","General","2003","1a4",1
"1081","Sinaloa","General","2003","1a4",5
"1082","Sonora","General","2003","1a4",4
"1083","Tabasco","General","2003","1a4",5
"1084","Tamaulipas","General","2003","1a4",1
"1085","Tlaxcala","General","2003","1a4",0
"1086","Veracruz","General","2003","1a4",1
"1087","Yucatan","General","2003","1a4",1
"1088","Zacatecas","General","2003","1a4",0
"1089","Aguscalientes","General","2004","1a4",0
"1090","Baja California","General","2004","1a4",3
"1091","Baja California Sur","General","2004","1a4",0
"1092","Campeche","General","2004","1a4",0
"1093","Coahuila","General","2004","1a4",7
"1094","Colima","General","2004","1a4",0
"1095","Chiapas","General","2004","1a4",11
"1096","Chihuahua","General","2004","1a4",1
"1097","Distrito Federal","General","2004","1a4",1
"1098","Durango","General","2004","1a4",0
"1099","Guanajuato","General","2004","1a4",0
"1100","Guerrero","General","2004","1a4",1
"1101","Hidalgo","General","2004","1a4",0
"1102","Jalisco","General","2004","1a4",10
"1103","Mexico","General","2004","1a4",11
"1104","Michoacan","General","2004","1a4",1
"1105","Morelos","General","2004","1a4",0
"1106","Nayarit","General","2004","1a4",0
"1107","Nuevo Leon","General","2004","1a4",16
"1108","Oaxaca","General","2004","1a4",0
"1109","Puebla","General","2004","1a4",5
"1110","Queretaro","General","2004","1a4",0
"1111","Quintana Roo","General","2004","1a4",0
"1112","San Luis Potosi","General","2004","1a4",0
"1113","Sinaloa","General","2004","1a4",0
"1114","Sonora","General","2004","1a4",0
"1115","Tabasco","General","2004","1a4",1
"1116","Tamaulipas","General","2004","1a4",83
"1117","Tlaxcala","General","2004","1a4",0
"1118","Veracruz","General","2004","1a4",7
"1119","Yucatan","General","2004","1a4",0
"1120","Zacatecas","General","2004","1a4",0
"1121","Aguscalientes","General","2005","1a4",0
"1122","Baja California","General","2005","1a4",3
"1123","Baja California Sur","General","2005","1a4",1
"1124","Campeche","General","2005","1a4",3
"1125","Coahuila","General","2005","1a4",8
"1126","Colima","General","2005","1a4",0
"1127","Chiapas","General","2005","1a4",9
"1128","Chihuahua","General","2005","1a4",8
"1129","Distrito Federal","General","2005","1a4",0
"1130","Durango","General","2005","1a4",0
"1131","Guanajuato","General","2005","1a4",0
"1132","Guerrero","General","2005","1a4",0
"1133","Hidalgo","General","2005","1a4",0
"1134","Jalisco","General","2005","1a4",11
"1135","Mexico","General","2005","1a4",10
"1136","Michoacan","General","2005","1a4",0
"1137","Morelos","General","2005","1a4",0
"1138","Nayarit","General","2005","1a4",0
"1139","Nuevo Leon","General","2005","1a4",4
"1140","Oaxaca","General","2005","1a4",0
"1141","Puebla","General","2005","1a4",2
"1142","Queretaro","General","2005","1a4",0
"1143","Quintana Roo","General","2005","1a4",0
"1144","San Luis Potosi","General","2005","1a4",0
"1145","Sinaloa","General","2005","1a4",2
"1146","Sonora","General","2005","1a4",1
"1147","Tabasco","General","2005","1a4",5
"1148","Tamaulipas","General","2005","1a4",8
"1149","Tlaxcala","General","2005","1a4",1
"1150","Veracruz","General","2005","1a4",1
"1151","Yucatan","General","2005","1a4",0
"1152","Zacatecas","General","2005","1a4",0
"1153","Aguscalientes","General","2006","1a4",0
"1154","Baja California","General","2006","1a4",3
"1155","Baja California Sur","General","2006","1a4",0
"1156","Campeche","General","2006","1a4",0
"1157","Coahuila","General","2006","1a4",0
"1158","Colima","General","2006","1a4",0
"1159","Chiapas","General","2006","1a4",5
"1160","Chihuahua","General","2006","1a4",2
"1161","Distrito Federal","General","2006","1a4",0
